City,Temperature F,Humidity %,Cloudiness %,Wind Speed mph,Latitude,Longitude,Date
rognan,27.45,92.0,75.0,8.05,67.1,15.4,Sat Nov  2 17:16:46 2019
pyay,72.55,88.0,10.0,3.36,18.82,95.22,Sat Nov  2 17:16:46 2019
tapes,77.0,67.0,100.0,5.03,-30.67,-51.4,Sat Nov  2 17:16:46 2019
gawler,63.61,59.0,40.0,16.11,-34.6,138.75,Sat Nov  2 17:16:46 2019
yima,55.42,54.0,0.0,3.18,34.75,111.87,Sat Nov  2 17:16:46 2019
kavaje,64.4,72.0,90.0,5.82,41.18,19.56,Sat Nov  2 17:16:47 2019
zuya,33.67,66.0,75.0,7.83,45.05,34.32,Sat Nov  2 17:16:47 2019
bjornevatn,23.0,92.0,100.0,8.05,69.67,29.98,Sat Nov  2 17:16:47 2019
stromness,39.31,86.0,90.0,3.36,42.87,-79.55,Sat Nov  2 17:16:47 2019
gaspar,75.65,88.0,75.0,10.29,-26.93,-48.96,Sat Nov  2 17:16:47 2019
salta,70.14,100.0,75.0,4.7,-24.79,-65.41,Sat Nov  2 17:16:48 2019
the valley,79.11,78.0,20.0,5.82,18.22,-63.06,Sat Nov  2 17:16:48 2019
bonthe,76.12,84.0,95.0,6.02,7.53,-12.5,Sat Nov  2 17:16:48 2019
palafrugell,61.92,72.0,95.0,4.7,41.92,3.16,Sat Nov  2 17:16:48 2019
karakendzha,61.92,72.0,95.0,4.7,41.92,3.16,Sat Nov  2 17:16:48 2019
yeppoon,78.8,65.0,75.0,5.82,-23.13,150.74,Sat Nov  2 17:16:49 2019
skagastrond,78.8,65.0,75.0,5.82,-23.13,150.74,Sat Nov  2 17:16:49 2019
malatya,28.4,92.0,0.0,5.82,38.35,38.32,Sat Nov  2 17:16:50 2019
chor,80.58,66.0,4.0,3.56,25.52,69.77,Sat Nov  2 17:16:50 2019
camana,80.58,66.0,4.0,3.56,25.52,69.77,Sat Nov  2 17:16:50 2019
poronaysk,36.34,62.0,91.0,19.42,49.22,143.1,Sat Nov  2 17:16:51 2019
fray bentos,70.0,91.0,52.0,1.99,-33.12,-58.31,Sat Nov  2 17:16:51 2019
husavik,33.01,83.0,57.0,5.37,50.56,-96.99,Sat Nov  2 17:16:52 2019
timaru,82.99,19.0,4.0,5.01,-44.39,171.25,Sat Nov  2 17:16:52 2019
saryg-sep,34.34,76.0,100.0,3.4,51.49,95.55,Sat Nov  2 17:16:52 2019
sungaipenuh,62.1,76.0,100.0,1.99,-2.08,101.38,Sat Nov  2 17:16:52 2019
the pas,33.8,86.0,90.0,2.24,53.82,-101.24,Sat Nov  2 17:16:43 2019
urusha,10.83,81.0,20.0,1.21,54.05,122.9,Sat Nov  2 17:16:53 2019
campos sales,80.47,38.0,66.0,5.37,-7.07,-40.37,Sat Nov  2 17:16:53 2019
mullaitivu,80.47,38.0,66.0,5.37,-7.07,-40.37,Sat Nov  2 17:16:53 2019
madras,53.94,32.0,1.0,3.36,44.63,-121.13,Sat Nov  2 17:16:53 2019
la grande,46.92,23.0,1.0,4.7,45.32,-118.09,Sat Nov  2 17:16:54 2019
lavrentiya,25.61,81.0,83.0,6.8,65.58,-170.99,Sat Nov  2 17:16:54 2019
artyk,25.61,81.0,83.0,6.8,65.58,-170.99,Sat Nov  2 17:16:54 2019
iralaya,83.1,72.0,67.0,9.33,15.0,-83.23,Sat Nov  2 17:16:54 2019
axim,75.22,91.0,72.0,3.15,4.87,-2.24,Sat Nov  2 17:16:55 2019
bairnsdale,65.14,91.0,98.0,4.0,-37.83,147.63,Sat Nov  2 17:16:55 2019
urla,48.45,87.0,0.0,1.28,38.32,26.77,Sat Nov  2 17:16:55 2019
espanola,33.01,92.0,69.0,5.5,46.27,-81.77,Sat Nov  2 17:16:55 2019
umm durman,33.01,92.0,69.0,5.5,46.27,-81.77,Sat Nov  2 17:16:55 2019
suez,66.67,62.0,0.0,2.04,29.97,32.54,Sat Nov  2 17:16:56 2019
pingliang,38.41,89.0,0.0,2.44,35.54,106.68,Sat Nov  2 17:16:56 2019
tynda,7.3,77.0,29.0,1.54,55.15,124.74,Sat Nov  2 17:16:56 2019
cururupu,75.67,86.0,33.0,4.25,-1.82,-44.87,Sat Nov  2 17:16:56 2019
rongcheng,58.91,66.0,40.0,13.58,37.16,122.42,Sat Nov  2 17:16:57 2019
samarinda,78.35,88.0,100.0,2.8,-0.5,117.14,Sat Nov  2 17:16:57 2019
bilibino,6.55,87.0,0.0,3.31,68.06,166.44,Sat Nov  2 17:16:57 2019
trincomalee,74.07,96.0,100.0,1.23,8.58,81.23,Sat Nov  2 17:16:57 2019
chabahar,74.57,77.0,0.0,4.41,25.29,60.65,Sat Nov  2 17:16:57 2019
asau,74.57,77.0,0.0,4.41,25.29,60.65,Sat Nov  2 17:16:57 2019
ballitoville,67.1,88.0,0.0,6.93,-29.54,31.21,Sat Nov  2 17:16:58 2019
mbanza-ngungu,70.09,92.0,100.0,0.31,-5.25,14.87,Sat Nov  2 17:16:58 2019
ambodifototra,70.09,92.0,100.0,0.31,-5.25,14.87,Sat Nov  2 17:16:58 2019
fillmore,73.98,23.0,1.0,5.82,34.4,-118.91,Sat Nov  2 17:16:59 2019
hofn,41.05,78.0,100.0,27.65,64.25,-15.21,Sat Nov  2 17:16:59 2019
tyrma,18.63,70.0,0.0,4.94,50.04,132.17,Sat Nov  2 17:16:59 2019
san carlos de bariloche,46.38,84.0,0.0,18.34,-41.13,-71.31,Sat Nov  2 17:17:00 2019
rolim de moura,46.38,84.0,0.0,18.34,-41.13,-71.31,Sat Nov  2 17:17:00 2019
tigil,38.52,73.0,100.0,24.58,57.8,158.67,Sat Nov  2 17:17:00 2019
kirakira,82.56,77.0,87.0,12.95,-10.46,161.92,Sat Nov  2 17:17:00 2019
arkhara,20.19,54.0,0.0,12.8,49.42,130.09,Sat Nov  2 17:17:00 2019
tumannyy,20.19,54.0,0.0,12.8,49.42,130.09,Sat Nov  2 17:17:00 2019
praia,72.43,64.0,6.0,8.05,-20.25,-43.81,Sat Nov  2 17:17:01 2019
muncar,79.52,78.0,67.0,6.51,-8.43,114.34,Sat Nov  2 17:17:01 2019
udachnyy,12.2,92.0,90.0,6.71,66.42,112.4,Sat Nov  2 17:17:01 2019
tallahassee,58.44,51.0,40.0,5.82,30.44,-84.28,Sat Nov  2 17:14:45 2019
montepuez,71.6,83.0,14.0,6.51,-13.13,39.0,Sat Nov  2 17:17:02 2019
cabedelo,77.0,83.0,20.0,5.82,-6.97,-34.84,Sat Nov  2 17:17:02 2019
seymchan,13.75,88.0,100.0,0.67,62.93,152.39,Sat Nov  2 17:17:02 2019
masvingo,65.95,54.0,19.0,4.65,-20.08,30.83,Sat Nov  2 17:17:02 2019
tabory,48.99,89.0,100.0,3.0,53.89,19.53,Sat Nov  2 17:17:03 2019
thai nguyen,71.6,94.0,75.0,3.36,21.59,105.84,Sat Nov  2 17:12:04 2019
nagua,80.6,83.0,40.0,6.93,19.37,-69.85,Sat Nov  2 17:17:03 2019
bungoma,62.15,86.0,50.0,4.83,0.57,34.56,Sat Nov  2 17:16:14 2019
touros,77.0,83.0,20.0,6.93,-5.2,-35.46,Sat Nov  2 17:17:03 2019
chifeng,28.04,33.0,17.0,5.03,42.27,118.96,Sat Nov  2 17:17:04 2019
bastrop,51.39,62.0,1.0,4.54,32.78,-91.91,Sat Nov  2 17:13:47 2019
nyurba,35.22,89.0,96.0,10.76,63.29,118.35,Sat Nov  2 17:17:04 2019
bushehr,71.6,56.0,0.0,4.7,28.97,50.84,Sat Nov  2 17:17:04 2019
pitimbu,77.0,83.0,20.0,5.82,-7.47,-34.81,Sat Nov  2 17:17:05 2019
krasnoarmeysk,35.92,80.0,100.0,11.18,56.12,38.15,Sat Nov  2 17:17:05 2019
rocha,57.09,85.0,100.0,7.16,-34.48,-54.34,Sat Nov  2 17:17:05 2019
merrydale,53.46,50.0,1.0,6.15,30.5,-91.11,Sat Nov  2 17:17:05 2019
patea,68.65,48.0,0.0,10.0,-39.76,174.48,Sat Nov  2 17:17:05 2019
sembakung,77.52,81.0,100.0,0.87,3.82,117.25,Sat Nov  2 17:17:06 2019
tshikapa,68.58,96.0,100.0,1.57,-6.42,20.79,Sat Nov  2 17:17:06 2019
awbari,70.05,35.0,0.0,7.16,26.59,12.77,Sat Nov  2 17:17:06 2019
palmer,63.63,59.0,40.0,16.11,-34.85,139.16,Sat Nov  2 17:17:06 2019
hendersonville,43.56,78.0,1.0,3.36,36.3,-86.62,Sat Nov  2 17:13:46 2019
hirara,77.0,94.0,75.0,9.17,24.8,125.28,Sat Nov  2 17:17:08 2019
havoysund,24.8,62.0,76.0,5.82,71.0,24.66,Sat Nov  2 17:17:08 2019
nome,54.57,54.0,1.0,5.82,30.04,-94.42,Sat Nov  2 17:17:08 2019
paracuru,80.28,74.0,40.0,10.29,-3.41,-39.03,Sat Nov  2 17:17:09 2019
dekoa,80.28,74.0,40.0,10.29,-3.41,-39.03,Sat Nov  2 17:17:09 2019
rawson,59.9,44.0,0.0,8.66,-43.3,-65.11,Sat Nov  2 17:14:24 2019
zelenoborskiy,24.01,86.0,100.0,17.36,66.84,32.36,Sat Nov  2 17:17:09 2019
gidole,63.66,80.0,41.0,1.74,5.65,37.37,Sat Nov  2 17:17:09 2019
road town,78.82,78.0,40.0,5.82,18.42,-64.62,Sat Nov  2 17:17:10 2019
poum,50.36,87.0,100.0,6.02,41.28,20.71,Sat Nov  2 17:17:10 2019
lukovetskiy,19.4,85.0,75.0,6.71,64.29,41.92,Sat Nov  2 17:17:10 2019
leicester,47.79,93.0,40.0,4.7,52.64,-1.13,Sat Nov  2 17:17:10 2019
yiyang,60.71,73.0,10.0,3.62,28.59,112.35,Sat Nov  2 17:17:11 2019
camacari,77.0,83.0,75.0,2.24,-12.7,-38.32,Sat Nov  2 17:16:04 2019
chikoy,77.0,83.0,75.0,2.24,-12.7,-38.32,Sat Nov  2 17:16:04 2019
temaraia,77.0,83.0,75.0,2.24,-12.7,-38.32,Sat Nov  2 17:16:04 2019
huarmey,64.58,77.0,89.0,3.15,-10.07,-78.15,Sat Nov  2 17:17:11 2019
tazovskiy,1.11,94.0,100.0,11.3,67.47,78.7,Sat Nov  2 17:17:12 2019
north bend,58.93,58.0,1.0,12.75,43.41,-124.22,Sat Nov  2 17:17:12 2019
lubango,63.27,71.0,77.0,4.07,-14.92,13.49,Sat Nov  2 17:17:12 2019
lakes entrance,65.07,91.0,96.0,4.0,-37.88,147.99,Sat Nov  2 17:17:12 2019
santa cruz,73.51,78.0,11.0,10.92,-6.22,-36.02,Sat Nov  2 17:17:12 2019
nchelenge,75.88,53.0,53.0,5.5,-9.35,28.74,Sat Nov  2 17:17:13 2019
shkotovo-26,75.88,53.0,53.0,5.5,-9.35,28.74,Sat Nov  2 17:17:13 2019
marienburg,53.08,76.0,20.0,8.05,52.12,9.98,Sat Nov  2 17:17:13 2019
shelburne,36.64,96.0,75.0,8.05,44.08,-80.2,Sat Nov  2 17:17:13 2019
patitirion,52.72,87.0,0.0,6.4,39.15,23.87,Sat Nov  2 17:17:13 2019
gangotri,52.72,87.0,0.0,6.4,39.15,23.87,Sat Nov  2 17:17:13 2019
vestmanna,42.8,60.0,99.0,25.28,62.16,-7.17,Sat Nov  2 17:17:14 2019
sisimiut,21.15,59.0,68.0,5.44,66.94,-53.67,Sat Nov  2 17:17:14 2019
fushun,32.0,36.0,83.0,8.95,41.89,123.95,Sat Nov  2 17:17:14 2019
shaowu,60.37,80.0,99.0,3.62,27.34,117.49,Sat Nov  2 17:17:14 2019
leshukonskoye,16.32,93.0,45.0,6.42,64.9,45.76,Sat Nov  2 17:17:15 2019
idrinskoye,27.91,88.0,76.0,3.42,54.37,92.14,Sat Nov  2 17:17:15 2019
durango,73.4,33.0,90.0,4.7,24.02,-104.67,Sat Nov  2 17:17:15 2019
juegang,64.45,76.0,97.0,8.34,32.31,121.18,Sat Nov  2 17:17:15 2019
boca do acre,73.76,90.0,58.0,2.42,-8.76,-67.39,Sat Nov  2 17:17:15 2019
skarzysko-kamienna,44.58,100.0,89.0,7.81,51.11,20.87,Sat Nov  2 17:17:16 2019
seoul,49.33,87.0,100.0,4.7,37.57,126.98,Sat Nov  2 17:14:41 2019
selenduma,31.1,92.0,0.0,3.09,50.92,106.24,Sat Nov  2 17:17:16 2019
neka,59.0,100.0,75.0,9.17,36.65,53.3,Sat Nov  2 17:17:16 2019
mandalgovi,32.72,81.0,0.0,5.82,45.76,106.27,Sat Nov  2 17:17:16 2019
leshan,58.96,92.0,0.0,1.61,29.56,103.76,Sat Nov  2 17:17:17 2019
eltham,47.82,81.0,81.0,8.05,51.45,0.05,Sat Nov  2 17:17:17 2019
padre bernardo,47.82,81.0,81.0,8.05,51.45,0.05,Sat Nov  2 17:17:17 2019
oruro,56.46,29.0,5.0,21.43,-17.97,-67.11,Sat Nov  2 17:17:17 2019
bundaberg,75.11,73.0,75.0,14.99,-24.87,152.35,Sat Nov  2 17:17:17 2019
lensk,34.09,93.0,100.0,12.57,60.71,114.91,Sat Nov  2 17:17:18 2019
guipavas,49.96,100.0,100.0,16.11,48.43,-4.4,Sat Nov  2 17:17:18 2019
samalaeulu,49.96,100.0,100.0,16.11,48.43,-4.4,Sat Nov  2 17:17:18 2019
toledo,56.46,73.0,100.0,15.99,39.86,-4.02,Sat Nov  2 17:14:34 2019
mlyniv,46.0,82.0,90.0,9.28,50.51,25.61,Sat Nov  2 17:17:18 2019
abalak,83.25,11.0,14.0,8.14,15.46,6.28,Sat Nov  2 17:17:19 2019
biu,77.07,43.0,100.0,3.18,10.61,12.19,Sat Nov  2 17:17:19 2019
chakulia,67.14,74.0,0.0,3.47,22.48,86.72,Sat Nov  2 17:17:19 2019
eskasem,67.14,74.0,0.0,3.47,22.48,86.72,Sat Nov  2 17:17:19 2019
mayumba,77.32,81.0,100.0,0.51,-3.44,10.65,Sat Nov  2 17:17:19 2019
walvis bay,62.6,72.0,0.0,6.93,-22.95,14.51,Sat Nov  2 17:17:20 2019
stokmarknes,34.12,77.0,64.0,3.0,68.56,14.91,Sat Nov  2 17:17:20 2019
shatsk,29.73,94.0,62.0,9.82,54.03,41.71,Sat Nov  2 17:17:20 2019
beira,57.72,93.0,75.0,27.51,43.2,-8.36,Sat Nov  2 17:17:20 2019
ossora,37.98,80.0,100.0,16.93,59.24,163.07,Sat Nov  2 17:17:20 2019
yirol,37.98,80.0,100.0,16.93,59.24,163.07,Sat Nov  2 17:17:20 2019
ofaqim,60.58,86.0,0.0,1.99,31.31,34.62,Sat Nov  2 17:17:21 2019
formosa,66.51,88.0,99.0,3.53,-15.55,-47.33,Sat Nov  2 17:17:21 2019
playa vicente,71.01,89.0,100.0,5.01,17.83,-95.81,Sat Nov  2 17:17:21 2019
hurricane,60.39,9.0,1.0,3.36,37.18,-113.29,Sat Nov  2 17:17:21 2019
doka,78.19,38.0,0.0,4.68,13.52,35.76,Sat Nov  2 17:17:22 2019
pershotravneve,46.62,78.0,100.0,12.12,51.38,28.88,Sat Nov  2 17:17:22 2019
provadija,46.62,78.0,100.0,12.12,51.38,28.88,Sat Nov  2 17:17:22 2019
greeneville,39.51,69.0,1.0,2.91,36.16,-82.83,Sat Nov  2 17:17:23 2019
kiblawan,82.4,74.0,40.0,7.45,6.62,125.25,Sat Nov  2 17:17:23 2019
okha,39.79,93.0,97.0,13.35,53.59,142.95,Sat Nov  2 17:17:23 2019
sedelnikovo,39.79,93.0,97.0,13.35,53.59,142.95,Sat Nov  2 17:17:23 2019
byron bay,77.31,64.0,75.0,12.75,-28.65,153.62,Sat Nov  2 17:15:22 2019
knysna,60.8,82.0,53.0,4.7,-34.04,23.05,Sat Nov  2 17:17:24 2019
rio cuarto,64.4,48.0,93.0,3.38,-33.13,-64.35,Sat Nov  2 17:17:24 2019
stekolnyy,64.4,48.0,93.0,3.38,-33.13,-64.35,Sat Nov  2 17:17:24 2019
safi,65.68,96.0,19.0,4.72,32.3,-9.24,Sat Nov  2 17:17:24 2019
half moon bay,71.67,59.0,1.0,9.4,37.46,-122.43,Sat Nov  2 17:17:25 2019
butwal,68.29,80.0,0.0,0.76,27.7,83.45,Sat Nov  2 17:17:25 2019
ulety,24.82,93.0,11.0,0.65,51.36,112.48,Sat Nov  2 17:17:25 2019
bukachacha,16.66,63.0,5.0,1.74,52.99,116.91,Sat Nov  2 17:17:25 2019
marzuq,66.11,47.0,99.0,0.47,14.4,46.47,Sat Nov  2 17:17:25 2019
machinga,70.61,75.0,6.0,8.46,-15.18,35.3,Sat Nov  2 17:17:26 2019
terney,28.78,50.0,0.0,9.35,45.05,136.61,Sat Nov  2 17:17:26 2019
morehead,41.63,52.0,20.0,5.82,38.18,-83.43,Sat Nov  2 17:17:26 2019
gavle,30.0,89.0,46.0,4.0,60.67,17.14,Sat Nov  2 17:17:26 2019
havelock,56.16,72.0,40.0,4.7,34.88,-76.9,Sat Nov  2 17:17:26 2019
lucapa,64.33,84.0,88.0,1.63,-8.42,20.74,Sat Nov  2 17:17:27 2019
port hardy,51.8,93.0,90.0,4.7,50.7,-127.42,Sat Nov  2 17:17:27 2019
katherine,84.2,62.0,40.0,12.75,-14.47,132.26,Sat Nov  2 17:17:27 2019
milingimbi,84.2,62.0,40.0,12.75,-14.47,132.26,Sat Nov  2 17:17:27 2019
kabinda,66.92,86.0,46.0,2.24,-6.14,24.49,Sat Nov  2 17:17:27 2019
zaragoza,80.04,73.0,75.0,8.05,13.59,-89.29,Sat Nov  2 17:17:28 2019
tepalcatepec,70.11,84.0,14.0,0.92,19.19,-102.85,Sat Nov  2 17:17:28 2019
linshu,70.11,84.0,14.0,0.92,19.19,-102.85,Sat Nov  2 17:17:28 2019
maragogi,79.36,76.0,42.0,14.0,-9.01,-35.22,Sat Nov  2 17:17:28 2019
luba,79.21,76.0,90.0,2.71,17.32,120.7,Sat Nov  2 17:17:28 2019
ranfurly,34.93,93.0,100.0,3.8,53.41,-111.68,Sat Nov  2 17:17:29 2019
batagay,-4.58,87.0,60.0,4.7,67.65,134.64,Sat Nov  2 17:17:29 2019
gao,85.73,12.0,67.0,6.06,16.28,-0.04,Sat Nov  2 17:17:29 2019
katobu,88.23,51.0,29.0,1.9,-4.94,122.53,Sat Nov  2 17:17:29 2019
sajkas,55.45,87.0,98.0,8.05,45.27,20.09,Sat Nov  2 17:17:29 2019
manaure,84.2,79.0,75.0,11.41,11.78,-72.45,Sat Nov  2 17:17:30 2019
amboasary,68.0,88.0,40.0,13.87,-25.04,46.38,Sat Nov  2 17:17:30 2019
shitanjing,43.83,60.0,0.0,0.47,39.23,106.34,Sat Nov  2 17:17:30 2019
mirnyy,34.63,84.0,100.0,12.26,56.57,36.46,Sat Nov  2 17:17:30 2019
tambacounda,83.66,48.0,100.0,3.56,13.77,-13.67,Sat Nov  2 17:17:30 2019
oistins,82.4,78.0,20.0,13.87,13.07,-59.53,Sat Nov  2 17:17:31 2019
alotau,82.4,78.0,20.0,13.87,13.07,-59.53,Sat Nov  2 17:17:31 2019
raga,82.4,78.0,20.0,13.87,13.07,-59.53,Sat Nov  2 17:17:31 2019
syedove,40.39,56.0,23.0,18.05,47.08,38.16,Sat Nov  2 17:17:31 2019
jimo,59.0,51.0,50.0,8.95,36.39,120.46,Sat Nov  2 17:17:31 2019
jumla,37.06,86.0,44.0,3.62,29.28,82.18,Sat Nov  2 17:17:32 2019
akyab,37.06,86.0,44.0,3.62,29.28,82.18,Sat Nov  2 17:17:32 2019
san pedro,66.99,35.0,52.0,3.47,-33.68,-59.66,Sat Nov  2 17:17:32 2019
upington,69.8,19.0,84.0,2.24,-28.46,21.24,Sat Nov  2 17:17:32 2019
ust-maya,-1.03,92.0,0.0,0.45,60.42,134.54,Sat Nov  2 17:17:32 2019
rambha,70.65,78.0,4.0,2.98,19.52,85.09,Sat Nov  2 17:17:33 2019
krasnovishersk,24.15,97.0,100.0,4.56,60.4,57.08,Sat Nov  2 17:17:33 2019
baghdad,64.4,59.0,20.0,2.24,33.3,44.38,Sat Nov  2 17:17:33 2019
zurrieq,66.42,88.0,20.0,5.82,35.83,14.47,Sat Nov  2 17:17:33 2019
crib point,66.79,77.0,67.0,1.01,-38.35,145.2,Sat Nov  2 17:17:33 2019
uni,21.85,97.0,72.0,4.27,57.75,51.49,Sat Nov  2 17:17:34 2019
oranjestad,84.2,79.0,20.0,9.17,12.52,-70.03,Sat Nov  2 17:14:06 2019
iranduba,76.08,83.0,95.0,1.34,-3.28,-60.19,Sat Nov  2 17:17:34 2019
pandan,79.41,84.0,100.0,6.15,11.72,122.09,Sat Nov  2 17:17:34 2019
victor harbor,61.09,59.0,40.0,16.11,-35.55,138.62,Sat Nov  2 17:17:35 2019
banda aceh,72.52,83.0,99.0,3.27,5.56,95.32,Sat Nov  2 17:17:35 2019
muborak,59.41,59.0,72.0,7.78,39.25,65.15,Sat Nov  2 17:17:35 2019
at-bashi,24.96,72.0,0.0,3.78,41.17,75.81,Sat Nov  2 17:17:35 2019
arkhipo-osipovka,34.0,85.0,24.0,3.27,44.37,38.53,Sat Nov  2 17:17:35 2019
thanesar,67.33,53.0,14.0,5.01,29.98,76.83,Sat Nov  2 17:17:36 2019
kattivakkam,80.24,94.0,40.0,2.24,13.22,80.32,Sat Nov  2 17:17:36 2019
grand junction,50.16,19.0,1.0,6.93,39.06,-108.55,Sat Nov  2 17:15:13 2019
kanigoro,75.0,87.0,93.0,6.87,-8.13,112.22,Sat Nov  2 17:17:36 2019
gillette,38.01,55.0,90.0,9.17,44.29,-105.5,Sat Nov  2 17:17:36 2019
chicama,64.4,82.0,90.0,9.17,-7.84,-79.15,Sat Nov  2 17:17:37 2019
gornyy,24.85,63.0,0.0,5.93,51.76,48.54,Sat Nov  2 17:17:37 2019
coracora,50.38,66.0,80.0,5.5,-15.02,-73.78,Sat Nov  2 17:17:37 2019
waipawa,73.99,64.0,0.0,4.0,-39.94,176.59,Sat Nov  2 17:17:37 2019
mareeba,83.17,58.0,40.0,13.87,-16.99,145.42,Sat Nov  2 17:17:37 2019
haibowan,83.17,58.0,40.0,13.87,-16.99,145.42,Sat Nov  2 17:17:37 2019
fengcheng,44.22,43.0,100.0,8.03,40.45,124.07,Sat Nov  2 17:17:38 2019
lahaina,80.53,69.0,75.0,13.87,20.87,-156.68,Sat Nov  2 17:17:38 2019
podgornoye,21.22,71.0,100.0,9.64,57.79,82.64,Sat Nov  2 17:17:38 2019
pangnirtung,20.03,91.0,100.0,6.4,66.15,-65.72,Sat Nov  2 17:17:38 2019
snyder,55.85,28.0,1.0,5.82,32.72,-100.92,Sat Nov  2 17:17:39 2019
hohhot,32.0,77.0,1.0,4.47,40.81,111.65,Sat Nov  2 17:17:39 2019
santa cruz del sur,83.46,72.0,3.0,11.12,20.71,-78.0,Sat Nov  2 17:17:39 2019
ardakan,53.6,37.0,0.0,6.93,32.31,54.02,Sat Nov  2 17:17:39 2019
les cayes,82.65,70.0,95.0,7.72,18.19,-73.75,Sat Nov  2 17:17:40 2019
nagato,59.68,87.0,75.0,3.36,34.35,131.14,Sat Nov  2 17:17:40 2019
kiunga,83.53,67.0,72.0,3.09,-6.12,141.3,Sat Nov  2 17:17:40 2019
vagur,43.92,74.0,96.0,36.69,61.47,-6.81,Sat Nov  2 17:17:40 2019
soyo,78.3,85.0,86.0,4.61,-6.13,12.37,Sat Nov  2 17:17:40 2019
zary,53.58,82.0,100.0,11.01,51.64,15.14,Sat Nov  2 17:17:41 2019
maibong,64.18,98.0,13.0,1.07,25.3,93.13,Sat Nov  2 17:17:41 2019
papetoai,86.0,70.0,75.0,17.22,-17.5,-149.87,Sat Nov  2 17:17:41 2019
neyvo-rudyanka,20.23,90.0,97.0,7.49,57.34,60.13,Sat Nov  2 17:17:41 2019
kaabong,68.05,67.0,16.0,11.59,3.51,34.14,Sat Nov  2 17:17:41 2019
wajir,78.82,63.0,58.0,12.39,1.75,40.07,Sat Nov  2 17:17:42 2019
santa cruz do rio pardo,80.33,45.0,38.0,4.43,-22.91,-49.63,Sat Nov  2 17:17:42 2019
dinsor,80.33,45.0,38.0,4.43,-22.91,-49.63,Sat Nov  2 17:17:42 2019
san blas,75.2,78.0,90.0,3.36,21.54,-105.29,Sat Nov  2 17:17:42 2019
kalaleh,60.8,82.0,90.0,4.18,37.38,55.49,Sat Nov  2 17:17:42 2019
bud,33.62,64.0,5.0,14.99,62.91,6.91,Sat Nov  2 17:17:43 2019
bokspits,33.62,64.0,5.0,14.99,62.91,6.91,Sat Nov  2 17:17:43 2019
pacasmayo,64.36,83.0,98.0,13.42,-7.4,-79.57,Sat Nov  2 17:17:43 2019
honningsvag,30.52,61.0,74.0,11.07,70.98,25.97,Sat Nov  2 17:17:43 2019
balimo,30.52,61.0,74.0,11.07,70.98,25.97,Sat Nov  2 17:17:43 2019
campoverde,54.77,67.0,75.0,4.7,-0.91,-78.62,Sat Nov  2 17:17:44 2019
zelenoborsk,20.16,92.0,98.0,4.9,61.47,64.05,Sat Nov  2 17:17:44 2019
wajid,73.67,81.0,46.0,14.92,3.81,43.25,Sat Nov  2 17:17:44 2019
tarauaca,73.02,97.0,85.0,2.62,-8.16,-70.77,Sat Nov  2 17:17:44 2019
valparaiso,39.65,60.0,90.0,12.75,41.47,-87.06,Sat Nov  2 17:14:40 2019
jining,60.01,50.0,84.0,1.92,35.41,116.58,Sat Nov  2 17:17:45 2019
thunder bay,31.26,80.0,75.0,9.17,48.41,-89.26,Sat Nov  2 17:16:15 2019
isla mujeres,78.37,83.0,75.0,3.36,21.23,-86.73,Sat Nov  2 17:17:45 2019
kayalpattinam,77.0,94.0,75.0,5.86,8.57,78.12,Sat Nov  2 17:17:45 2019
laje,66.45,96.0,4.0,2.75,-13.18,-39.42,Sat Nov  2 17:17:45 2019
jiddah,66.45,96.0,4.0,2.75,-13.18,-39.42,Sat Nov  2 17:17:45 2019
diu,81.72,77.0,37.0,14.43,20.71,70.98,Sat Nov  2 17:17:46 2019
spornoye,32.0,70.0,85.0,13.42,50.84,37.29,Sat Nov  2 17:17:46 2019
gemena,69.8,98.0,96.0,1.21,3.25,19.78,Sat Nov  2 17:17:46 2019
birobidzhan,27.01,59.0,0.0,5.61,48.79,132.93,Sat Nov  2 17:17:47 2019
sao gabriel da cachoeira,74.08,94.0,99.0,2.24,-0.13,-67.09,Sat Nov  2 17:17:47 2019
meiktila,72.48,87.0,36.0,4.61,20.88,95.86,Sat Nov  2 17:17:47 2019
ko samui,80.6,83.0,20.0,7.65,9.54,99.94,Sat Nov  2 17:17:47 2019
dwarka,75.24,93.0,40.0,11.41,28.58,77.04,Sat Nov  2 17:17:47 2019
sibolga,70.5,96.0,100.0,1.99,1.74,98.78,Sat Nov  2 17:17:47 2019
kieta,78.39,89.0,100.0,6.15,-6.22,155.63,Sat Nov  2 17:17:48 2019
mumbwa,71.01,56.0,10.0,8.41,-14.99,27.06,Sat Nov  2 17:17:48 2019
saint austell,47.05,87.0,53.0,8.05,50.34,-4.77,Sat Nov  2 17:17:28 2019
evensk,29.37,92.0,100.0,9.46,61.92,159.24,Sat Nov  2 17:17:49 2019
tommot,8.74,72.0,70.0,2.77,58.97,126.27,Sat Nov  2 17:17:49 2019
dong hoi,72.75,92.0,77.0,9.37,17.48,106.6,Sat Nov  2 17:17:49 2019
taybad,59.49,54.0,0.0,5.77,34.74,60.78,Sat Nov  2 17:17:49 2019
elko,48.24,16.0,1.0,3.36,40.83,-115.76,Sat Nov  2 17:17:49 2019
zhirnovsk,24.8,59.0,0.0,5.66,50.98,44.78,Sat Nov  2 17:17:50 2019
sauda,44.01,53.0,100.0,5.99,59.65,6.35,Sat Nov  2 17:17:50 2019
khandbari,45.19,75.0,8.0,6.42,27.38,87.21,Sat Nov  2 17:17:50 2019
